,over_number,batter,match_no,score,balls_faced,OUTs
785,3,Mitchell Marsh,40,1,2,0
786,3,Narayan Jagadeesan,36,1,4,0
787,3,Nehal Wadhera,49,1,1,0
788,3,Nitish Rana,61,1,2,0
789,3,Philip Salt,67,1,2,0
790,3,Prabhsimran Singh,8,1,1,0
791,3,Prabhsimran Singh,41,1,1,0
792,3,Prerak Mankad,68,1,3,0
793,3,Prithvi Shaw,16,1,2,0
794,3,Prithvi Shaw,64,1,1,0
795,3,Priyam Garg,44,1,3,0
796,3,Quin,63,1,2,0
797,3,Rahmanullah Gurbaz,39,1,1,0
798,3,Rahmanullah Gurbaz,53,1,1,0
799,3,Rahul Tripathi,40,1,1,0
800,3,Rohit Sharma,12,1,1,0
801,3,Rohit Sharma,31,1,1,0
802,3,Rohit Sharma,54,1,1,0
803,3,Ruturaj Gaikwad,1,1,1,0
804,3,Ruturaj Gaikwad,37,1,2,0
805,3,Ruturaj Gaikwad,55,1,2,0
806,3,Ruturaj Gaikwad,74,1,2,0
807,3,Sanju Samson,48,1,2,0
808,3,Sanju Samson,56,1,2,0
809,3,Shahbaz Ahmed,36,1,3,0
810,3,Shikhar Dhawan,2,1,4,0
811,3,Shubman Gill,13,1,1,0
812,3,Shubman Gill,57,1,2,0
813,3,Suryakumar Yadav,73,1,1,0
814,3,Venkatesh Iyer,2,1,1,0
815,3,Venkatesh Iyer,9,1,2,0
816,3,Venkatesh Iyer,68,1,2,0
817,3,Virat Kohli,20,1,1,0
818,3,Vivrant Sharma,69,1,2,0
819,3,Wriddhiman Saha,39,1,1,0
820,3,Yashasvi Jaiswal,26,1,1,0
821,3,Yashasvi Jaiswal,52,1,1,0
822,3,Abhishek Sharma,58,0,1,1
823,3,Bhanuka Rajapaksa,2,0,2,0
824,3,Bhanuka Rajapaksa,53,0,1,0
825,3,David Warner,34,0,5,0
826,3,Deepak Hooda,63,0,1,1
827,3,Devon Conway,1,0,1,1
828,3,Devon Conway,37,0,4,0
829,3,Faf du Plessis,36,0,1,1
830,3,Hardik Pandya,57,0,2,1
831,3,Harry Brook,4,0,2,0
832,3,Ishan Kishan,5,0,3,1
833,3,Ishan Kishan,49,0,2,1
834,3,Jos Buttler,23,0,3,1
835,3,Karan Sharma,68,0,1,1
836,3,Manish Pandey,44,0,1,0
837,3,Matthew Short,27,0,1,1
838,3,Mayank Agarwal,40,0,3,1
839,3,Mitchell Marsh,7,0,2,0
840,3,Moeen Ali,1,0,4,0
841,3,Prabhsimran Singh,38,0,1,0
842,3,Prerak Mankad,63,0,1,1
843,3,Rahul Tripathi,10,0,1,0
844,3,Rahul Tripathi,47,0,1,0
845,3,Rahul Tripathi,62,0,1,1
846,3,Rilee Rossouw,44,0,2,1
847,3,Rohit Sharma,5,0,2,0
848,3,Rohit Sharma,49,0,2,1
849,3,Rohit Sharma,73,0,2,1
850,3,Ruturaj Gaikwad,12,0,2,0
851,3,Ruturaj Gaikwad,17,0,2,1
852,3,Ruturaj Gaikwad,24,0,2,1
853,3,Sanju Samson,23,0,1,0
854,3,Shahbaz Ahmed,32,0,1,1
855,3,Shardul Thakur,39,0,1,0
856,3,Venkatesh Iyer,28,0,1,0
857,3,Venkatesh Iyer,56,0,4,0
858,3,Wriddhiman Saha,7,0,1,1
859,3,Wriddhiman Saha,35,0,1,1
860,3,Wriddhiman Saha,48,0,1,0
861,3,Yash Dhull,20,0,2,1
862,4,Ajinkya Rahane,12,23,6,0
863,4,Wriddhiman Saha,51,21,5,0
864,4,Prabhsimran Singh,8,19,7,0
865,4,n Sundar,4,19,6,0
866,4,Shubman Gill,62,18,6,0
867,4,Kyle Mayers,6,17,9,0
868,4,Faf du Plessis,9,16,4,0
869,4,Faf du Plessis,24,16,5,0
870,4,Faf du Plessis,27,16,5,0
871,4,Faf du Plessis,32,16,6,0
872,4,Ishan Kishan,22,16,5,0
873,4,Jos Buttler,42,15,7,0
874,4,Rahmanullah Gurbaz,56,14,5,0
875,4,Faf du Plessis,65,13,4,0
876,4,Prabhsimran Singh,31,13,5,0
877,4,Rahmanullah Gurbaz,39,13,6,0
878,4,Shubman Gill,74,13,5,0
879,4,Virat Kohli,70,13,4,0
880,4,n Sundar,34,13,6,0
881,4,Cameron Green,35,12,6,0
882,4,David Warner,64,12,3,0
883,4,Prabhsimran Singh,64,12,4,0
884,4,Rahmanullah Gurbaz,53,12,4,0
885,4,Sanju Samson,48,12,4,0
886,4,David Warner,50,11,4,0
887,4,Faf du Plessis,60,11,5,0
888,4,Matthew Short,46,11,5,0
889,4,Rahul Tripathi,65,11,4,0
890,4,Ruturaj Gaikwad,1,11,3,0
891,4,Ruturaj Gaikwad,37,11,3,0
892,4,Ruturaj Gaikwad,74,11,3,0
893,4,Venkatesh Iyer,22,11,4,0
894,4,Harry Brook,29,10,5,0
895,4,Narayan Jagadeesan,36,10,5,0
896,4,Rahul Tripathi,58,10,5,0
897,4,Virat Kohli,5,10,6,0
898,4,Yashasvi Jaiswal,52,10,5,0
899,4,David Warner,59,9,3,0
900,4,Devdutt Padikkal,66,9,4,0
901,4,Devon Conway,33,9,6,0
902,4,Devon Conway,49,9,5,0
903,4,Faf du Plessis,54,9,5,0
904,4,Prabhsimran Singh,41,9,3,0
905,4,Prabhsimran Singh,59,9,7,0
906,4,Quin,51,9,3,0
907,4,Rahul Tripathi,40,9,4,0
908,4,Ruturaj Gaikwad,67,9,4,0
909,4,Shikhar Dhawan,2,9,4,0
910,4,Vijay Shankar,57,9,4,0
911,4,Vivrant Sharma,69,9,4,0
912,4,Atharva Taide,66,8,4,1
913,4,Cameron Green,46,8,3,0
914,4,Cameron Green,72,8,4,0
915,4,Harry Brook,14,8,5,1
916,4,Kyle Mayers,30,8,4,0
917,4,Quin,68,8,2,0
918,4,Virat Kohli,15,8,6,0
919,4,Virat Kohli,36,8,5,0
920,4,Yashasvi Jaiswal,11,8,5,0
921,4,Aiden Markram,62,7,4,0
922,4,Devon Conway,71,7,4,0
923,4,Faf du Plessis,43,7,4,0
924,4,Ishan Kishan,54,7,3,0
925,4,Jason Roy,36,7,2,0
926,4,Jos Buttler,8,7,2,0
927,4,Kyle Mayers,21,7,4,0
928,4,Mitchell Marsh,40,7,4,0
929,4,Rohit Sharma,12,7,3,1
930,4,Rohit Sharma,31,7,4,0
931,4,Rohit Sharma,63,7,4,0
932,4,Sanju Samson,8,7,3,0
933,4,Tilak Varma,73,7,2,0
934,4,Venkatesh Iyer,68,7,5,0
935,4,Virat Kohli,9,7,2,0
936,4,Wriddhiman Saha,1,7,6,1
937,4,Wriddhiman Saha,30,7,4,0
938,4,Wriddhiman Saha,39,7,4,0
939,4,Wriddhiman Saha,48,7,4,0
940,4,Anmolpreet Singh,52,6,4,0
941,4,David Warner,3,6,5,0
942,4,Deepak Hooda,15,6,4,1
943,4,Devon Conway,55,6,5,0
944,4,Devon Conway,74,6,3,0
945,4,Faf du Plessis,20,6,5,0
946,4,Ishan Kishan,16,6,6,0
947,4,Ishan Kishan,57,6,4,0
948,4,KL Rahul,3,6,5,1
949,4,KL Rahul,38,6,2,1
950,4,Krunal Pandya,63,6,6,0
951,4,Kyle Mayers,51,6,5,0
952,4,Manish Pandey,20,6,4,0
953,4,Nitish Rana,47,6,6,0
954,4,Rohit Sharma,22,6,2,0
955,4,Ruturaj Gaikwad,6,6,4,0
956,4,Ruturaj Gaikwad,61,6,3,1
957,4,Shubman Gill,18,6,3,0
958,4,Wriddhiman Saha,13,6,4,0
959,4,Abhishek Sharma,40,5,2,0
960,4,Abhishek Sharma,65,5,2,0
961,4,Ajinkya Rahane,17,5,2,0
962,4,Ajinkya Rahane,24,5,4,0
963,4,Cameron Green,31,5,2,0
964,4,David Warner,11,5,2,0
965,4,David Warner,67,5,5,0
966,4,Devdutt Padikkal,23,5,2,0
967,4,Devon Conway,17,5,4,0
968,4,Devon Conway,61,5,2,0
969,4,Hardik Pandya,35,5,5,0
970,4,Hardik Pandya,71,5,2,0
971,4,Harpreet Singh,27,5,3,0
972,4,Heinrich Klaasen,62,5,2,0
973,4,Jason Roy,28,5,2,0
974,4,KL Rahul,10,5,4,0
975,4,Marcus S,72,5,3,0
976,4,Matthew Short,21,5,5,0
977,4,Mayank Agarwal,4,5,4,0
978,4,Mayank Agarwal,34,5,3,0
979,4,Philip Salt,40,5,2,0
980,4,Prithvi Shaw,64,5,3,0
981,4,Priyam Garg,44,5,4,0
982,4,Rahmanullah Gurbaz,2,5,6,0
983,4,Rahul Tripathi,47,5,2,0
984,4,Rohit Sharma,69,5,5,0
985,4,Sai Sudharsan,7,5,4,0
986,4,Shubman Gill,71,5,4,0
987,4,Suryakumar Yadav,73,5,4,0
988,4,Virat Kohli,43,5,2,0
989,4,Virat Kohli,65,5,2,0
990,4,Yashasvi Jaiswal,32,5,3,0
991,4,Yashasvi Jaiswal,56,5,7,0
992,4,Ayush Badoni,38,4,4,0
993,4,Cameron Green,5,4,3,1
994,4,Cameron Green,42,4,4,0
995,4,Cameron Green,69,4,1,0
996,4,David Warner,7,4,6,0
997,4,Devdutt Padikkal,17,4,4,0
998,4,Faf du Plessis,70,4,2,0
999,4,Ishan Kishan,25,4,4,0
1000,4,Ishan Kishan,63,4,3,0
1001,4,Jason Roy,53,4,3,0
1002,4,Liam Livings,66,4,2,0
1003,4,Moeen Ali,1,4,3,0
1004,4,Nitish Rana,28,4,3,0
1005,4,Nitish Rana,33,4,6,0
1006,4,Prabhsimran Singh,38,4,3,1
1007,4,Prerak Mankad,58,4,4,0
1008,4,Prerak Mankad,68,4,5,0
1009,4,Prithvi Shaw,16,4,4,1
1010,4,Sai Sudharsan,1,4,1,0
1011,4,Sanju Samson,23,4,4,0
1012,4,Shikhar Dhawan,53,4,3,0
1013,4,Venkatesh Iyer,19,4,2,1
1014,4,Vijay Shankar,70,4,5,0
1015,4,Wriddhiman Saha,73,4,2,0
1016,4,Abhishek Sharma,47,3,3,1
1017,4,Atharva Taide,31,3,2,0
1018,4,Bhanuka Rajapaksa,2,3,2,0
1019,4,Ishan Kishan,42,3,3,0
1020,4,Jason Roy,61,3,5,0
1021,4,Jos Buttler,11,3,3,0
1022,4,Philip Salt,59,3,3,0
1023,4,Rahmanullah Gurbaz,22,3,3,0
1024,4,Shikhar Dhawan,41,3,3,0
1025,4,Shubman Gill,73,3,4,0
1026,4,Vijay Shankar,44,3,6,0
1027,4,Abhishek Sharma,52,2,2,0
1028,4,Anmolpreet Singh,10,2,4,0
1029,4,Ayush Badoni,43,2,3,0
1030,4,David Warner,20,2,2,0
1031,4,Devdutt Padikkal,32,2,3,0
1032,4,Devon Conway,29,2,4,0
1033,4,Devon Conway,67,2,2,0
1034,4,Faf du Plessis,50,2,4,0
1035,4,Harry Brook,34,2,3,0
1036,4,Jason Roy,68,2,2,0
1037,4,Joe Root,60,2,5,0
1038,4,Jos Buttler,17,2,2,0
1039,4,Jos Buttler,37,2,3,0
1040,4,KL Rahul,21,2,2,0
1041,4,KL Rahul,26,2,4,0
1042,4,KL Rahul,30,2,2,0
1043,4,Kyle Mayers,26,2,2,0
1044,4,Kyle Mayers,72,2,2,1
1045,4,Mayank Agarwal,19,2,5,0
1046,4,Mayank Agarwal,25,2,2,0
1047,4,Prithvi Shaw,28,2,4,0
1048,4,Rilee Rossouw,11,2,4,0
1049,4,Ruturaj Gaikwad,29,2,2,0
1050,4,Ruturaj Gaikwad,41,2,3,0
1051,4,Sai Sudharsan,23,2,5,0
1052,4,Shubman Gill,39,2,2,0
1053,4,Shubman Gill,48,2,2,0
1054,4,Suryakumar Yadav,49,2,3,0
1055,4,Wriddhiman Saha,18,2,3,0
1056,4,Yashasvi Jaiswal,66,2,2,0
1057,4,Abhishek Sharma,29,1,1,0
1058,4,Aiden Markram,25,1,2,0
1059,4,Ajinkya Rahane,61,1,1,0
1060,4,Anmolpreet Singh,58,1,1,0
1061,4,Atharva Taide,38,1,1,0
1062,4,Atharva Taide,64,1,2,0
1063,4,Bhanuka Rajapaksa,18,1,1,0
1064,4,Bhanuka Rajapaksa,53,1,2,1
1065,4,David Warner,28,1,2,0
1066,4,Deepak Hooda,43,1,1,0
1067,4,Devdutt Padikkal,60,1,1,0
1068,4,Devon Conway,6,1,2,0
1069,4,Devon Conway,24,1,2,0
1070,4,Devon Conway,37,1,3,0
1071,4,Devon Conway,41,1,3,0
1072,4,Glenn Maxwell,24,1,1,0
1073,4,Harry Brook,19,1,1,0
1074,4,Ishan Kishan,12,1,3,0
1075,4,Ishan Kishan,46,1,3,0
1076,4,Ishan Kishan,72,1,1,0
1077,4,Jason Roy,47,1,1,0
1078,4,Jos Buttler,26,1,4,0
1079,4,Jos Buttler,52,1,1,0
1080,4,KL Rahul,6,1,2,0
1081,4,KL Rahul,15,1,1,0
1082,4,Karan Sharma,45,1,2,0
1083,4,Kyle Mayers,3,1,1,0
1084,4,Kyle Mayers,10,1,2,0
1085,4,Kyle Mayers,45,1,3,1
1086,4,Liam Livings,53,1,2,0
1087,4,Manan Vohra,45,1,1,0
1088,4,Manish Pandey,16,1,2,0
1089,4,Manish Pandey,44,1,2,0
1090,4,Manish Pandey,55,1,4,1
1091,4,Matthew Short,18,1,3,0
1092,4,Mayank Agarwal,69,1,2,0
1093,4,Narayan Jagadeesan,13,1,5,1
1094,4,Narayan Jagadeesan,19,1,1,0
1095,4,Nehal Wadhera,49,1,3,0
1096,4,Nitish Rana,19,1,2,0
1097,4,Nitish Rana,61,1,1,0
1098,4,Philip Salt,50,1,2,0
1099,4,Philip Salt,67,1,1,0
1100,4,Prithvi Shaw,3,1,1,0
1101,4,Rahul Tripathi,10,1,3,0
1102,4,Rahul Tripathi,25,1,2,1
1103,4,Rilee Rossouw,55,1,2,0
1104,4,Rohit Sharma,16,1,1,0
1105,4,Rohit Sharma,25,1,2,0
1106,4,Rohit Sharma,57,1,2,0
1107,4,Ruturaj Gaikwad,49,1,1,0
1108,4,Ruturaj Gaikwad,55,1,1,0
1109,4,Ruturaj Gaikwad,71,1,2,0
1110,4,Shahbaz Ahmed,36,1,1,0
1111,4,Shikhar Dhawan,18,1,3,1
1112,4,Shikhar Dhawan,46,1,1,0
1113,4,Shubman Gill,1,1,1,0
1114,4,Shubman Gill,7,1,2,0
1115,4,Shubman Gill,13,1,3,0
1116,4,Shubman Gill,23,1,1,0
1117,4,Shubman Gill,35,1,1,0
1118,4,Shubman Gill,51,1,1,0
1119,4,Shubman Gill,70,1,1,0
1120,4,Suryakumar Yadav,5,1,3,0
1121,4,Venkatesh Iyer,13,1,1,0
1122,4,Venkatesh Iyer,56,1,1,0
1123,4,Virat Kohli,20,1,1,0
1124,4,Virat Kohli,27,1,1,0
1125,4,Virat Kohli,50,1,2,0
1126,4,Virat Kohli,60,1,1,0
1127,4,Wriddhiman Saha,74,1,1,0
1128,4,Yashasvi Jaiswal,26,1,2,0
1129,4,Yashasvi Jaiswal,37,1,3,0
1130,4,Yashasvi Jaiswal,42,1,1,0
1131,4,Yashasvi Jaiswal,48,1,2,0
1132,4,Aiden Markram,47,0,1,0
1133,4,David Miller,57,0,1,0
1134,4,Glenn Maxwell,54,0,1,0
1135,4,Hardik Pandya,30,0,2,0
1136,4,Harpreet Singh,21,0,1,0
1137,4,Harry Brook,4,0,2,0
1138,4,Jitesh Sharma,14,0,5,1
1139,4,Krunal Pandya,15,0,2,1
1140,4,Krunal Pandya,43,0,2,1
1141,4,Krunal Pandya,72,0,1,0
1142,4,Kyle Mayers,58,0,2,1
1143,4,Liam Livings,27,0,2,1
1144,4,Mandeep Singh,9,0,1,1
1145,4,Nitish Rana,9,0,3,0
1146,4,Prabhsimran Singh,27,0,1,0
1147,4,Rahul Tripathi,14,0,1,0
1148,4,Ravichandran Ashwin,8,0,1,1
1149,4,Rohit Sharma,54,0,3,0
1150,4,Rohit Sharma,72,0,1,1
1151,4,Sam Curran,14,0,1,0
1152,4,Shubman Gill,44,0,1,1
1153,4,Shubman Gill,57,0,1,1
1154,4,Sikandar Raza,38,0,2,0
1155,4,Sunil Narine,19,0,1,1
1156,4,Venkatesh Iyer,9,0,2,1
1157,4,Venkatesh Iyer,28,0,1,1
1158,5,Tilak Varma,73,24,6,0
1159,5,Ruturaj Gaikwad,6,20,6,0
1160,5,Philip Salt,50,18,6,0
1161,5,Jos Buttler,4,17,6,0
1162,5,Kyle Mayers,38,17,6,0
1163,5,Faf du Plessis,24,16,6,0
1164,5,Moeen Ali,1,16,5,0
1165,5,Prithvi Shaw,64,16,7,0
1166,5,Yashasvi Jaiswal,42,16,6,0
1167,5,Atharva Taide,38,15,5,0
1168,5,Rahmanullah Gurbaz,9,15,8,0
1169,5,Venkatesh Iyer,22,15,5,0
1170,5,Bhanuka Rajapaksa,2,14,6,0
1171,5,Devon Conway,33,14,6,0
1172,5,Liam Livings,53,14,5,0
1173,5,Devdutt Padikkal,32,13,6,0
1174,5,Faf du Plessis,50,13,6,0
1175,5,Faf du Plessis,65,13,4,0
1176,5,Ishan Kishan,46,13,4,0
1177,5,Jason Roy,68,13,5,0
1178,5,Vijay Shankar,57,13,5,0
1179,5,Yashasvi Jaiswal,11,13,6,0
1180,5,Atharva Taide,64,12,5,0
1181,5,David Warner,20,12,4,0
1182,5,Matthew Short,18,12,8,0
1183,5,Prerak Mankad,68,12,6,0
1184,5,Shubman Gill,1,12,5,0
1185,5,David Warner,67,11,3,0
1186,5,Jos Buttler,17,11,3,0
1187,5,Narayan Jagadeesan,19,11,4,0
1188,5,Rahmanullah Gurbaz,39,11,3,0
1189,5,Rilee Rossouw,55,11,5,0
1190,5,Ajinkya Rahane,61,10,3,0
1191,5,Glenn Maxwell,32,10,4,0
1192,5,Ishan Kishan,54,10,4,1
1193,5,Kyle Mayers,6,10,4,0
1194,5,Prabhsimran Singh,8,10,4,0
1195,5,Shubman Gill,51,10,6,0
1196,5,Virat Kohli,36,10,4,0
1197,5,Abhishek Sharma,52,9,3,0
1198,5,Ajinkya Rahane,55,9,5,0
1199,5,Anmolpreet Singh,58,9,3,0
1200,5,Atharva Taide,31,9,4,0
1201,5,David Warner,59,9,3,0
1202,5,Glenn Maxwell,54,9,4,0
1203,5,KL Rahul,30,9,3,0
1204,5,Matthew Short,21,9,3,0
1205,5,Mayank Agarwal,69,9,3,0
1206,5,Mitchell Marsh,40,9,3,0
1207,5,Rahul Tripathi,19,9,4,1
1208,5,Rahul Tripathi,58,9,3,0
1209,5,Ruturaj Gaikwad,37,9,5,0
1210,5,Ruturaj Gaikwad,71,9,6,0
1211,5,Sanju Samson,8,9,5,0
1212,5,Sanju Samson,48,9,6,0
1213,5,Shubman Gill,35,9,7,0
1214,5,Wriddhiman Saha,30,9,4,0
1215,5,Wriddhiman Saha,48,9,3,0
1216,5,Ajinkya Rahane,12,8,3,0
1217,5,Anmolpreet Singh,10,8,4,0
1218,5,Cameron Green,42,8,4,0
1219,5,Devon Conway,17,8,3,0
1220,5,Devon Conway,67,8,4,0
1221,5,Jason Roy,47,8,6,1
1222,5,Kyle Mayers,21,8,4,0
1223,5,Manish Pandey,16,8,6,0
1224,5,Mayank Agarwal,25,8,3,0
1225,5,Quin,63,8,5,0
1226,5,Rohit Sharma,25,8,4,1
1227,5,Ruturaj Gaikwad,41,8,4,0
1228,5,Suryakumar Yadav,72,8,4,0
1229,5,Virat Kohli,70,8,4,0
1230,5,Yashasvi Jaiswal,37,8,5,0
1231,5,Yashasvi Jaiswal,52,8,5,1
1232,5,Yashasvi Jaiswal,56,8,4,0
1233,5,Ajinkya Rahane,24,7,2,0
1234,5,Cameron Green,69,7,4,0
1235,5,Devdutt Padikkal,23,7,6,0
1236,5,Faf du Plessis,54,7,2,0
1237,5,Harpreet Singh,27,7,5,0
1238,5,Ishan Kishan,35,7,5,0
1239,5,KL Rahul,6,7,3,0
1240,5,Kyle Mayers,26,7,4,0
1241,5,Kyle Mayers,30,7,3,0
1242,5,Kyle Mayers,51,7,2,0
1243,5,Marcus S,72,7,5,0
1244,5,Nitish Rana,61,7,2,0
1245,5,Quin,51,7,4,0
1246,5,Rohit Sharma,22,7,4,1
1247,5,Rohit Sharma,31,7,3,0
1248,5,Rohit Sharma,63,7,3,0
1249,5,Sai Sudharsan,7,7,3,0
1250,5,Shikhar Dhawan,14,7,4,0
1251,5,Shubman Gill,74,7,3,0
1252,5,Virat Kohli,15,7,3,0
1253,5,Anmolpreet Singh,52,6,3,0
1254,5,Cameron Green,12,6,3,0
1255,5,Cameron Green,31,6,4,0
1256,5,Devdutt Padikkal,17,6,3,0
1257,5,Devon Conway,24,6,4,0
1258,5,Hardik Pandya,7,6,3,0
1259,5,Jos Buttler,26,6,3,0
1260,5,KL Rahul,26,6,2,0
1261,5,Marcus S,15,6,5,0
1262,5,Marcus S,43,6,5,0
1263,5,Nitish Rana,2,6,4,0
1264,5,Rilee Rossouw,11,6,3,0
1265,5,Rohit Sharma,57,6,4,0
1266,5,Sanvir Singh,62,6,4,0
1267,5,Shimron Hetmyer,60,6,4,0
1268,5,Shubman Gill,73,6,4,0
1269,5,Venkatesh Iyer,13,6,4,0
1270,5,David Warner,11,5,4,0
1271,5,David Warner,28,5,2,0
1272,5,Devdutt Padikkal,66,5,5,0
1273,5,Devon Conway,74,5,6,0
1274,5,Faf du Plessis,5,5,6,0
1275,5,Faf du Plessis,27,5,3,0
1276,5,Hardik Pandya,39,5,3,0
1277,5,Heinrich Klaasen,65,5,3,0
1278,5,Ishan Kishan,16,5,3,0
1279,5,Jason Roy,36,5,5,0
1280,5,Jitesh Sharma,59,5,4,0
1281,5,Manan Vohra,45,5,3,0
1282,5,Nehal Wadhera,49,5,6,0
1283,5,Nitish Rana,56,5,3,0
1284,5,Rinku Singh,47,5,3,0
1285,5,Rinku Singh,61,5,3,0
1286,5,Rohit Sharma,16,5,3,0
1287,5,Sai Sudharsan,13,5,5,0
1288,5,Shikhar Dhawan,53,5,2,0
1289,5,Shubman Gill,48,5,3,0
1290,5,Shubman Gill,71,5,4,0
1291,5,Venkatesh Iyer,33,5,5,0
1292,5,Virat Kohli,20,5,3,0
1293,5,Virat Kohli,27,5,3,0
1294,5,Wriddhiman Saha,73,5,2,0
1295,5,Yashasvi Jaiswal,26,5,3,0
1296,5,Cameron Green,46,4,2,0
1297,5,David Warner,7,4,2,0
1298,5,Faf du Plessis,20,4,2,1
1299,5,Kyle Mayers,3,4,3,0
1300,5,Manish Pandey,55,4,1,0
1301,5,Mayank Agarwal,34,4,5,0
1302,5,Mitchell Marsh,7,4,2,1
1303,5,Mitchell Marsh,34,4,4,1
1304,5,Nitish Rana,33,4,1,0
1305,5,Prithvi Shaw,28,4,3,1
1306,5,Ruturaj Gaikwad,29,4,3,0
1307,5,Sai Sudharsan,18,4,2,0
1308,5,Sai Sudharsan,23,4,4,0
1309,5,Shikhar Dhawan,41,4,2,1
1310,5,Shubman Gill,70,4,3,0
1311,5,Vijay Shankar,44,4,4,1
1312,5,Wriddhiman Saha,18,4,4,1
1313,5,Wriddhiman Saha,74,4,3,0
1314,5,Ajinkya Rahane,49,3,2,0
1315,5,Atharva Taide,41,3,3,0
1316,5,Deepak Hooda,10,3,3,0
1317,5,Ishan Kishan,12,3,3,0
1318,5,Ishan Kishan,42,3,3,0
1319,5,Nitish Rana,13,3,2,0
1320,5,Philip Salt,59,3,3,0
1321,5,Prerak Mankad,58,3,3,0
1322,5,Ruturaj Gaikwad,12,3,4,0
1323,5,Sai Sudharsan,1,3,2,0
1324,5,Shikhar Dhawan,46,3,3,0
1325,5,Shubman Gill,62,3,4,0
1326,5,Virat Kohli,43,3,3,0
1327,5,Virat Kohli,60,3,4,0
1328,5,Yashasvi Jaiswal,66,3,1,0
1329,5,Abhishek Sharma,40,2,4,0
1330,5,Deepak Hooda,3,2,3,0
1331,5,Faf du Plessis,15,2,3,0
1332,5,Faf du Plessis,32,2,2,0
1333,5,Faf du Plessis,43,2,3,0
1334,5,Faf du Plessis,60,2,2,0
1335,5,Faf du Plessis,70,2,2,0
1336,5,Hardik Pandya,71,2,2,0
1337,5,Harry Brook,19,2,2,0
1338,5,Ishan Kishan,63,2,3,0
1339,5,Jason Roy,28,2,4,0
1340,5,Matthew Short,46,2,3,0
1341,5,Mayank Agarwal,4,2,2,0
1342,5,Mayank Agarwal,14,2,4,0
1343,5,Philip Salt,40,2,3,0
1344,5,Rohit Sharma,69,2,2,0
1345,5,Sai Sudharsan,62,2,2,0
1346,5,Shikhar Dhawan,66,2,3,0
1347,5,Suryakumar Yadav,5,2,2,0
1348,5,Vivrant Sharma,69,2,3,0
1349,5,Wriddhiman Saha,13,2,2,1
1350,5,Abhishek Sharma,29,1,1,0
1351,5,Aiden Markram,25,1,3,0
1352,5,Aiden Markram,40,1,1,0
1353,5,Aiden Markram,65,1,1,0
1354,5,Ajinkya Rahane,17,1,3,0
1355,5,Axar Patel,44,1,4,0
1356,5,Cameron Green,25,1,1,0
1357,5,Cameron Green,35,1,1,0
1358,5,David Warner,34,1,1,0
1359,5,David Warner,50,1,1,0
1360,5,Devon Conway,29,1,3,0
1361,5,Devon Conway,37,1,1,0
1362,5,Devon Conway,41,1,2,0
1363,5,Devon Conway,49,1,3,0
1364,5,Devon Conway,61,1,3,0
1365,5,Faf du Plessis,9,1,1,0
1366,5,Glenn Maxwell,36,1,1,0
1367,5,Hardik Pandya,35,1,1,0
1368,5,Hardik Pandya,44,1,2,0
1369,5,Harry Brook,4,1,4,0
1370,5,Harry Brook,34,1,1,0
1371,5,Ishan Kishan,22,1,1,0
1372,5,Ishan Kishan,57,1,2,0
1373,5,Jason Roy,53,1,1,0
1374,5,Joe Root,60,1,1,0
1375,5,Jos Buttler,37,1,1,0
1376,5,Jos Buttler,52,1,1,0
1377,5,KL Rahul,10,1,1,0
1378,5,KL Rahul,15,1,1,0
1379,5,KL Rahul,21,1,2,0
1380,5,Karan Sharma,45,1,3,0
1381,5,Krunal Pandya,63,1,1,0
1382,5,Krunal Pandya,72,1,1,0
1383,5,Liam Livings,66,1,4,0
1384,5,Mahipal Lomror,20,1,1,0
1385,5,Manish Pandey,20,1,2,0
1386,5,Michael Bracewell,9,1,1,0
1387,5,Mitchell Marsh,28,1,1,0
1388,5,Narayan Jagadeesan,36,1,1,0
1389,5,Nitish Rana,19,1,2,0
1390,5,Nitish Rana,53,1,2,0
1391,5,Prabhsimran Singh,27,1,1,0
1392,5,Prabhsimran Singh,31,1,2,0
1393,5,Prabhsimran Singh,41,1,1,0
1394,5,Prabhsimran Singh,59,1,1,0
1395,5,Prabhsimran Singh,64,1,1,0
1396,5,Prithvi Shaw,3,1,4,1
1397,5,Quin,58,1,3,0
1398,5,Rahmanullah Gurbaz,22,1,2,0
1399,5,Rahmanullah Gurbaz,53,1,3,1
1400,5,Rahul Tripathi,10,1,2,0
1401,5,Rahul Tripathi,14,1,2,0
1402,5,Rahul Tripathi,40,1,2,1
1403,5,Rahul Tripathi,47,1,2,0
1404,5,Ruturaj Gaikwad,1,1,2,0
1405,5,Ruturaj Gaikwad,67,1,2,0
1406,5,Ruturaj Gaikwad,74,1,1,0
1407,5,Sam Curran,14,1,2,0
1408,5,Sanju Samson,56,1,2,0
1409,5,Sarfaraz Khan,3,1,3,0
1410,5,Sarfaraz Khan,7,1,2,0
1411,5,Sarfaraz Khan,34,1,1,0
1412,5,Shikhar Dhawan,8,1,3,0
1413,5,Shubman Gill,23,1,2,1
1414,5,Shubman Gill,39,1,2,0
1415,5,Sikandar Raza,38,1,1,0
1416,5,Suryakumar Yadav,54,1,1,0
1417,5,Venkatesh Iyer,56,1,2,0
1418,5,Venkatesh Iyer,68,1,1,0
1419,5,Vijay Shankar,70,1,3,0
1420,5,Virat Kohli,9,1,4,1
1421,5,Virat Kohli,65,1,2,0
1422,5,Abhishek Sharma,65,0,1,1
